TIME,GEO,UNIT,CATEGORY,AGE,SEX,Value,Flag and Footnotes
2010,Spain,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,249,
2010,Spain,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,175.7,
2010,Spain,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,46.7,
2010,France,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1885.6,
2010,France,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1648.5,
2010,France,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,554.1,
2010,France,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,317.1,
2010,France,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,69.2,
2010,Croatia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,77.2,b
2010,Croatia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,68.2,b
2010,Croatia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16.5,b
2010,Croatia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.5,bu
2010,Croatia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.5,bu
2010,Italy,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,728.9,
2010,Italy,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,538.7,
2010,Italy,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,270.6,
2010,Italy,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,80.4,
2010,Italy,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,23.5,
2010,Cyprus,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,27,
2010,Cyprus,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,25.3,
2010,Cyprus,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.9,
2010,Cyprus,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.1,
2010,Cyprus,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.3,u
2010,Latvia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.6,
2010,Latvia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,53.8,
2010,Latvia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,25.9,
2010,Latvia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12,
2010,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,4.4,
2010,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,90,
2010,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,78,
2010,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,29.3,
2010,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,17.3,
2010,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.9,
2010,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,10.1,
2010,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.6,
2010,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1.8,
2010,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,183.6,
2010,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,156.6,
2010,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,53.2,
2010,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,26.1,
2010,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7.8,
2010,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.6,
2010,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,9.6,
2010,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.2,
2010,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.3,
2010,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.4,
2010,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,611.8,
2010,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,444.2,
2010,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,265.5,
2010,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,97.9,
2010,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,24.5,
2010,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,242.9,
2010,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,132,
2010,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,132.2,
2010,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,21.3,
2010,Austria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,10.5,
2010,Poland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,794.6,b
2010,Poland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,658.4,b
2010,Poland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,271.1,b
2010,Poland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,134.9,b
2010,Poland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,40,b
2010,Portugal,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,141.9,
2010,Portugal,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,117.6,
2010,Portugal,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,52.9,
2010,Portugal,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,28.6,
2010,Portugal,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,10.4,
2010,Romania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,226.4,b
2010,Romania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,191.1,b
2010,Romania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,69.6,b
2010,Romania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,34.2,b
2010,Romania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7,bu
2010,Slovenia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,47.6,
2010,Slovenia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,35.9,
2010,Slovenia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16,
2010,Slovenia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.2,
2010,Slovenia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.4,u
2010,Slovakia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,114.8,
2010,Slovakia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,84.9,
2010,Slovakia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,43.9,
2010,Slovakia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14,
2010,Slovakia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3.8,
2010,Finland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,165.1,
2010,Finland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,130.6,
2010,Finland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,50,
2010,Finland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.4,
2010,Finland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7.2,
2010,Sweden,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,359.3,
2010,Sweden,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,283.7,
2010,Sweden,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,129.2,
2010,Sweden,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,53.5,
2010,Sweden,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,13.4,
2010,United Kingdom,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2052.8,b
2010,United Kingdom,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1739.4,b
2010,United Kingdom,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,726,b
2010,United Kingdom,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,412.7,b
2010,United Kingdom,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,110.9,b
2010,Iceland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8.2,
2010,Iceland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,3.2,
2010,Iceland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.9,
2010,Iceland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1,
2010,Iceland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.6,
2010,Norway,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,146.2,
2010,Norway,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,117.7,
2010,Norway,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,60.5,
2010,Norway,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,32.1,
2010,Norway,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,4.7,
